,marketSegment,name,slug,ticker,totalSupply
990,Cryptocurrency,Benz,benz,BENZ,6680472.88
991,Gaming,Chain Guardians,chain-guardians,CGG,120000000
992,Cryptocurrency,Bitcoin Gold,bitcoin-gold,BTG,17513923.589
993,Platform,Simple Token (OST),ost,OST,800000000
994,Virtual Reality,Matryx,matryx,MTX,314159265
995,Ethereum,AidCoin,aidcoin,AID,42547118.7
996,Ethereum,Adventure Gold,adventure-gold,AGLD,70170001
997,Cryptocurrency,Bitcoin Interest,bitcoin-interest,BCI,18326891.5
998,Blockchain Network,MultiVAC,multivac,MTV,10000000000
999,Entertainment,Atari Token,atari-token,ATRI,1975082183
1000,DeFi,ORO,oro,ORO,100000000
1001,Stablecoin,Tether,tether,USDT,77351995260.81383
1002,Platform,Callisto Network,callisto-network,CLO,2614098213.01297
1003,Financial,Auctus,auctus,AUC,65829630.62007512
1004,Gaming,Magic Cube Coin,magic-cube-coin,MCC,20000000000
1005,Financial,Aladdin,aladdin,ADN,100000000000
1006,AI,Jarvis+,jarvis,JAR,600000000
1007,Blockchain Service,Dragonchain,dragonchain,DRGN,433494437
1008,Decentralized Exchange,Loopring [NEO],loopring-neo,LRN,113602931.2
1009,Cloud Storage,Holo,holo,HOT,177619433541.14133
1010,Marketing,Incent,incent,INCNT,46015890.96620686
1011,Gaming,Gala,gala,GALA,35240112493
1012,Platform,Content Neutrality Network,content-neutrality-network,CNN,100000000000
1013,Ethereum,Covesting,covesting,COV,18925444.21152613
1014,Blockchain Service,Atonomi,atonomi,ATMI,1000000000
1015,Platform,Volt,volt,ACDC,4000000000
1016,Financial,Counos X,counos-x,CCXX,18402729.795
1017,Art,Maecenas,maecenas,ART,100000000
1018,Transportation,AVINOC,avinoc,AVINOC,1000000000
1019,Gambling,WinStars.live,winstars-live,WNL,77777777
1020,Protocol,PalletOne,palletone,PTN,1000000000
1021,Exchange,Coinsuper Ecosystem Network,coinsuper-ecosystem-network,CEN,898614083.223577
1022,Stablecoin,Brazilian Digital Token,brz,BRZ,1000000000
1023,,WINk,wink,WIN,994169859243.4863
1024,Gaming,GAMEE,gamee,GMEE,3180000000
1025,Data,BaaSid,baasid,BAAS,10000000000
1026,Smart Contracts,Ethereum,ethereum,ETH,118620670.874
1027,Platform,NPER,nper,NPER,218999990
1028,Financial,COTI,coti,COTI,2000000000
1029,Ethereum,BOOM,boom,BOOM,967293007.0477667
1030,Entertainment,Webflix Token,webflix-token,WFX,27000000000
1031,Financial,UTRUST,utrust,UTK,500000000
1032,Smart Contracts,NEM,nem,XEM,8999999999
1033,Financial,Santiment,santiment,SAN,83337000
1034,Blockchain Network,Elastos,elastos,ELA,24818694.5385112
1035,Scaling,Boba Network,boba-network,BOBA,500000000
1036,Data,Datawallet,datawallet,DXT,1000000000
1037,Other,Neural Protocol,neural-protocol,NRP,9500000000
1038,Blockchain Service,GoNetwork,gonetwork,GOT,100000000
1039,Platform,Loom Network,loom-network,LOOM,1000000000
1040,Infrastructure,Chromia,chromia,CHR,471970667.472656
1041,Blockchain Service,Nucleus Vision,nucleus-vision,NCASH,10000000000
1042,Blockchain Network,Mastercoin (Omni),omni,OMNI,619295.22998581
1043,Platform,Katalyo,katalyo,KTLYO,85000000
1044,Financial,Ivy,ivy,IVY,1610924200
1045,Cryptocurrency,SF Capital,sf-capital,SFCP,100000000
1046,Interoperability,ChainX,chainx,PCX,11238874.7
1047,Healthcare,Lympo,lympo,LYM,999999999.017098
1048,Platform,Cryptaur,cryptaur,CPT,27662180148.278465
1049,Exchange,Birake,birake,BIR,103939316.83309366
1050,Trading,Caspian,caspian,CSP,1000000000
1051,Other,Function X,function-x,FX,408520357
1052,Platform,YEE,yee,YEE,10000000000
1053,Blockchain Service,Kleros,kleros,PNK,764626704
1054,Cryptocurrency,Ulord,ulord,UT,180640332.042
1055,Smart Contracts,POA Network,poa-network,POA,294428504.62320244
1056,IoT,Thingschain,thingschain,TIC,26000000000
1057,Gaming,CWV Chain,cwv-chain,CWV,10000000000
1058,Platform,Unification,unification,UND,120000000
1059,Real Estate,Propy,propy,PRO,100000000
1060,Platform,HTMLCOIN,html-coin,HTML,80434575000
1061,Blockchain Network,Neurochain,neurochain,NCC,657440000
1062,Entertainment,CyberMusic,cybermusic,CYMT,15500000000
1063,Other,Fivebalance ,fivebalance,FBN,1098280626.7322183
1064,Ethereum,Splyt,splyt,SHOPX,500000000
1065,Stablecoin,TrueUSD,trueusd,TUSD,1265425089.2646706
1066,Financial,Smartup,smartup,SMARTUP,5000000000
1067,Blockchain Service,carVertical,carvertical,CV,9835745291.659302
1068,Sports,Rage Fan,rage-fan,RAGE,400000000
1069,Financial,SafePal,safepal,SFP,500000000
1070,Healthcare,Boltt Coin,boltt-coin,BOLTT,170000000
1071,Platform,Dapp Token,dapp-token,DAPPT,5000000000
1072,Cryptocurrency,Bitcoin Cash,bitcoin-cash,BCH,18919287.5
1073,DeFi,MahaDAO,mahadao,MAHA,9997846.07721052
1074,Cryptocurrency,ZClassic,zclassic,ZCL,9287024.33
1075,Other,BoatPilot Token,boat-pilot-token,NAVY,161513803.918
1076,Platform,Qredit,qredit,QRT,721685470
1077,Financial,Pluton,pluton,PLU,20000000
1078,Blockchain Network,UGAS,ugas,UGAS,1000000000
1079,DeFi,IterationSyndicate,iterationsyndicate,ITS,100000
1080,Energy,EFFORCE,efforce,WOZX,1000000000
1081,DeFi,APY.Finance,apy-finance,APY,100000000
1082,Blockchain Network,Quantum Resistant Ledger,quantum-resistant-ledger,QRL,75450638.89268772
1083,Cloud Computing,MassGrid,massgrid,MGD,139594968.222342
1084,Ethereum,Dexter G,dexter-g,DXG,91834502.8781996
1085,Blockchain Service,Apex,apex,CPX,676989090
1086,DeFi,PRIA,pria,PRIA,0
1087,Insurance,InsurePal,insurepal,IPL,300000000
1088,Energy,Power Ledger,power-ledger,POWR,999506122.99937
1089,Smart Contracts,Lisk,lisk,LSK,144818773
1090,Financial,HedgeTrade,hedgetrade,HEDG,1000000000
1091,Metaverse,WEMIX,wemix,WEMIX,1018187200
1092,Blockchain Service,nOS,nos,NOS,330000000
1093,Data,Banyan Network,banyan-network,BBN,1000000000
1094,Gaming,Mossland,moss-coin,MOC,500000000
1095,Data,Bluzelle,bluzelle,BLZ,500000000
1096,Insurance,ShineChain,shinechain,SHE,5000000000
1097,Exchange,CGC Token,cgc-token,CGC,92314325.0
1098,Supply,CargoX,cargox,CXO,215119015.62456924
1099,Masternodes,Oxen,loki,LOKI,56193845
1100,Gaming,Enjin Coin,enjin-coin,ENJ,1000000000
1101,Marketing,Vexanium,vexanium,VEX,1008772305
1102,Other,BitCapitalVendor,bitcapitalvendor,BCV,1200000000
1103,Cryptocurrency,DDKoin,ddkoin,DDK,45000000
1104,Cloud Storage,DADI,dadi,DADI,100000000
1105,Blockchain Network,Credits,credits,CS,249471071.21
1106,Infrastructure,CommerceBlock,commerceblock,CBT,174866686
1107,Gaming,Plair,plair,PLA,100000000000
1108,Financial,Kcash,kcash,KCASH,1000000000
1109,Exchange,Tcash,tcash,TCASH,88000000
1110,Data,OWNDATA ,owndata,OWN,110000000000
1111,Cryptocurrency,Flash,flash,FLASH,900000000
1112,Protocol,Hydro Protocol,hydro-protocol,HOT,1560000000
1113,Smart Contracts,EOS,eos,EOS,1041072333.6993
1114,Decentralized Exchange,Loopring,loopring,LRC,1373873440.4424574
1115,Gaming,MobileGo,mobilego,MGO,99996877
1116,Supply,VeChain,vechain,VET,86712634466
1117,Tokenization,Polymath,polymath-network,POLY,1000000000
1118,Lending,Ripio Credit Network,ripio-credit-network,RCN,999942647.353
1119,DeFi,saffron.finance,saffron-finance,SFI,92122.50184922
1120,Cryptocurrency,APR Coin,apr-coin,APR,13917887.88524478
1121,DeFi,BarnBridge,barnbridge,BOND,10000000
1122,Ethereum,OptionRoom,optionroom,ROOM,100000000
1123,Decentralized Exchange,Uniswap,uniswap,UNI,1000000000
1124,Cloud Computing,iExec RLC,rlc,RLC,86999784.9868455
1125,Cryptocurrency,FLO,flo,FLO,152351008.348
1126,Cloud Storage,Storj,storj,STORJ,424999998.00001335
1127,Marketing,HOQU,hoqu,HQX,275854380
1128,DeFi,Umbrella Network,umbrella-network,UMB,498500000
1129,Smart Contracts,Thunder Token,thunder-token,TT,10000000000
1130,Smart Contracts,Moonriver,moonriver,MOVR,10178063
1131,Smart Contracts,Qtum,qtum,QTUM,103944501
1132,Platform,Consensus,consensus,SEN,1762262602.4235
1133,Privacy,Monero,monero,XMR,18041228.88242173
1134,Interoperability,YGGDRASH,yeed,YEED,10000000000
1135,Infrastructure,Orbs,orbs,ORBS,10000000000
1136,Verification,Vetri,vetri,VLD,449848163.6903
1137,Financial,Centauri,centauri,CTX,47879123.3895954
1138,Education,WOLLO,wollo,WLO,674999515
1139,Blockchain Service,DAOstack,daostack,GEN,60000000
1140,Cloud Computing,Flux,zel,FLUX,220347379.7495742
1141,Smart Contracts,Tezos,tezos,XTZ,898062783.085656
1142,Financial,Dether,dether,DTH,100000000
1143,Privacy,Tornado Cash,torn,TORN,10000000
1144,Blockchain Network,Dero,dero,DERO,18400000
1145,Gambling,Fire Lotto,fire-lotto,FLOT,100000000
1146,Financial,Humaniq,humaniq,HMQ,207143695.03559843
1147,Entertainment,ContentBox,contentbox,BOX,3000000000
1148,Financial,Populous,populous,PPT,53252246
1149,Financial,BOX Token,box-token,BOX,100000000
1150,,usdc-b,usdc-b,USDC-B,
1151,Decentralized Exchange,Waves,waves,WAVES,106879036
1152,Verification,Selfkey,selfkey,KEY,5999999954.464072
1153,Exchange,Bilaxy Token,bilaxy-token,BIA,2000000000
1154,Exchange,CoinMetro,coinmetro-token,XCM,326798666.0705
1155,Advertising,AdShares,adshares,ADS,38758206
1156,Financial,Wirex,wirex-token,WXT,10000000000
1157,Prediction Market,Endor,endor-protocol,EDR,1468902335.5060341
1158,Supply,Budbo,budbo,BUBO,200000000
1159,Transportation,DACSEE,dacsee,DACS,3000000000
1160,Financial,Blank Wallet,blank-wallet,BLANK,124999999.99998416
1161,DeFi,Sora Validator Token,sora-validator-token,VAL,406615.26391718
1162,Blockchain Service,Syntropy,noia-network,NOIA,1000000000
1163,Marketing,MileVerse,mileverse,MVC,3000000000
1164,Infrastructure,IOST,iostoken,IOST,18099719631
1165,Cloud Computing,Crowd Machine,crowd-machine,CMCT,2000000000
1166,Financial,Puregold.io,puregold-token,PGT,60000000
1167,Data,Scry.info,scryinfo,DDD,1000000000
1168,Decentralized Exchange,BitShares,bitshares,BTS,2994580000
1169,Lending,ZPER,zper,ZPR,1850000000
1170,Financial,DUO Network,duo-network-token,DUO,100000000
1171,NFT,Ecomi,ecomi,OMI,750000000000
1172,Exchange,Digitex,digitex-futures,DGTX,1590000000
1173,Platform,Red Pulse,red-pulse,PHX,3391976087.0243707
1174,Financial,Silverway,silverway,SLV,1000000000
1175,Blockchain Network,QuarkChain,quarkchain,QKC,10000000000
1176,Entertainment,Like,likecoin,LIKE,1069222773.8018712
1177,Ethereum,Ruff,ruff,RUFF,1880000000
1178,Decentralized Exchange,Counterparty,counterparty,XCP,2613892
1179,Protocol,AppCoins,appcoins,APPC,244353409.86780363
1180,Blockchain Network,Usechain Token,usechain-token,USE,20000000000
1181,DeFi,Ampleforth,ampleforth,AMPL,308811693.75025856
1182,Data,Wibson,wibson,WIB,9000000000
1183,Ethereum,Vulcan Forged PYR,vulcan-forged-pyr,PYR,50000000
1184,Cryptocurrency,White Standard,white-standard,WSD,439402
1185,Platform,Genaro Network,genaro-network,GNX,650000000
1186,Blockchain Network,Vega Protocol,vegaprotocol,VEGA,64999723
1187,Platform,QunQun,qunqun,QUN,1557000000
1188,Ethereum,SolarCoin,solarcoin,SLR,98035260984.55385
1189,AI,TranslateMe Network Token,translateme-network-token,TMN,300000000
1190,Cryptocurrency,Bitcoin,bitcoin,BTC,18892387
1191,Cryptocurrency,BHPCoin,bhp-coin,BHP,52881277.67
1192,Financial,MASTERNET,masternet,MASH,200000000
1193,Blockchain Network,Aergo,aergo,AERGO,500000000
1194,,tBTC,tbtc,TBTC,
1195,Trading,Swapfolio,swapfolio,SWFL,0
1196,Ethereum,Raiden Network Token,raiden-network-token,RDN,99999999.99999996
1197,Marketplace,BLOCKv,blockv,VEE,3646271241.2002554
1198,Cryptocurrency,Arionum,arionum,ARO,545399000
1199,Ethereum,adbank,adbank,ADB,1000000000
1200,Education,ODEM,odem,ODE,268946131
1201,Cryptocurrency,Feathercoin,feathercoin,FTC,336000000
1202,Blockchain Service,Open Platform,open-platform,OPEN,1745447045
1203,Entertainment,Viberate,viberate,VIB,200000000
1204,Ethereum,Devery,devery,EVE,99998697
1205,Decentralized Exchange,Switcheo,switcheo,SWTH,1720756085.9523203
1206,Protocol,Offshift,offshift,XFT,10000000
1207,DeFi,Stone DeFi,stone,STN,0
1208,Smart Contracts,Hacken Token,hackenai,HAI,1000000000
1209,Social,Cryptrust,cryptrust,CTRT,8966516683.735167
1210,Financial,Zerobank,zerobank,ZB,1600000000
1211,,3DCoin,3dcoin,3DC,76477814
1212,Advertising,TouchCon,touchcon,TOC,250000000
1213,Blockchain Network,Hero Node,heronode,HER,2000000000
1214,Ethereum,Tokenbox,tokenbox,TBX,16051589.78269311
1215,Protocol,Essentia,essentia,ESS,1755313373
1216,Media,Factom,factom,FCT,10141895.52763334
1217,Trading,NaPoleonX,napoleonx,NPX,29800000
1218,Exchange,Finxflo,finxflo,FXF,150000000
1219,Other,PolySwarm,polyswarm,NCT,1885913075.8515422
1220,Blockchain Network,Egretia,egretia,EGT,8000000000
1221,Blockchain Service,VINChain,vinchain,VIN,840108901
1222,Ethereum,DAO Maker,dao-maker,DAO,274989749.67472255
1223,Gambling,TGAME,tgame,TGAME,101945017
1224,Media,AIOZ Network,aioz-network,AIOZ,1000000000
1225,Data,Dock,dock,DOCK,866946478.12144
1226,Binance,BinaryX,binaryx,BNX,2485629.41653268
1227,Exchange,Niobium Coin,niobium-coin,NBC,102289706.27784455
1228,Financial,Jibrel Network,jibrel-network,JNT,200000000
1229,Blockchain Network,XinFin,xinfin-network,XDC,37705012698.75
1230,DeFi,Deri Protocol,deri-protocol,DERI,453732435.592577
1231,Financial,Bread,bread,BRD,88862718
1232,E-Commerce,ARAW,araw,ARAW,4665366360
1233,Financial,Amon,amon,AMN,1209963685.36
1234,Financial,Litex,litex,LXT,2000000000
1235,Data,Neurotoken,neurotoken,NTK,99987499.9
1236,Cryptocurrency,ZIMBOCASH,zimbocash,ZASH,4500000000
1237,Energy,Restart Energy MWAT,restart-energy-mwat,MWAT,500000000
1238,Ethereum,UnlimitedIP,unlimitedip,UIP,2839985525.01
1239,Blockchain Network,High Performance Blockchain,high-performance-blockchain,HPB,101119949.75
1240,Other,MEET.ONE,meetone,MEETONE,10000000000
1241,Financial,CoinFi,coinfi,COFI,300000000
1242,DeFi,Whiteheart,whiteheart,WHITE,8888
1243,Platform,Fabric Token,fabric-token,FT,43593614.8928
1244,Media,Everipedia,everipedia,IQ,10021453884.929
1245,Other,Einsteinium,einsteinium,EMC2,222178312.49999973
1246,Other,BitKan,bitkan,KAN,10000000000
1247,Media,Engagement Token,engagement-token,ENGT,1000000000
1248,Blockchain Service,Hifi Finance,mainframe,MFT,10000000000
1249,Platform,Naviaddress,naviaddress,NAVI,1000000000
1250,Marketplace,Tripio,tripio,TRIO,5000000000
1251,Media,adToken,adtoken,ADT,1000000000
1252,Trading,Own,own,CHX,168956522.093084
1253,Blockchain Service,SyncFab,syncfab,MFG,868459135.7414333
1254,AI,ORS Group,ors-group,ORS,557670519.646
1255,Gambling,Origin Sport,origin-sport,ORS,300000000
1256,Blockchain Network,Nuls,nuls,NULS,111697638.27680597
1257,Cloud Storage,EncrypGen,encrypgen,DNA,70938084.47283192
1258,Prediction Market,Prosper,prosper,PROS,100000000
1259,Communication Network,RightMesh,rightmesh,RMESH,129498559
1260,Cryptocurrency,Mooncoin,mooncoin,MOON,227490931369.9521
1261,Financial,Everex,everex,EVX,25000000
1262,Energy,Electronic Energy Coin,electronic-energy-coin,E2C,975260934.1387401
1263,Other,Mobius,mobius,MOBI,888000000
1264,Infrastructure,Litentry,litentry,LIT,100000000
1265,Financial,Gifto,gifto,GTO,1000000000
1266,Tokenization,Bankex,bankex,BKX,400000000
1267,Blockchain Service,Rate3 Network,rate3,RTE,1000000000
1268,,Matrix AI Network,matrix-ai-network,MAN,647450055.959024
1269,Financial,Monetha,monetha,MTH,402400000
1270,Data,ChainLink,chainlink,LINK,1000000000
1271,Financial,Wings,wings,WINGS,100000000
1272,Trading,Arbidex,arbidex,ABX,25000000
1273,Protocol,SmartMesh,smartmesh,SMT,3141592653
1274,Stablecoin,NuBits,nubits,USNBT,70510851.3915
1275,Cloud Computing,aelf,aelf,ELF,879999999.9864658
1276,Virtual Reality,Decentraland,decentraland,MANA,2193966627.320146
1277,Other,RED,red,RED,200000000
1278,Investments,DRP Utility,drp-utility,DRPU,3530372.73
1279,DeFi,Axion,axion,AXN,156630345427
1280,Healthcare,GreenMed,greenmed,GRMD,14899993
1281,Platform,Status,status,SNT,6804870174
1282,Infrastructure,V Systems,v-systems,VSYS,4356354270
1283,IoT,Ubique Chain Of Things,ubique-chain-of-things,UCT,1050000000
1284,Trading,Peculium,peculium,PCL,2205023208.2890034
1285,Exchange,CapdaxToken,capdaxtoken,XCD,2500000000
1286,DeFi,Dharma,dharma,DHA,
1287,Stablecoin,Empty Set Dollar,empty-set-dollar,ESD,446012144.97595006
1288,Transportation,Carlive Chain,carlive-chain,IOV,10000000000
1289,Financial,Cindicator,cindicator,CND,2000000004.6079144
1290,Stablecoin,STASIS EURS,stasis-euro,EURS,98825940
1291,Platform,BOScoin,boscoin,BOS,1248426475
1292,Platform,Universa,universa,UTNP,4997891952
1293,Blockchain Service,AMLT Token,amlt,AMLT,400000000
1294,Marketing,Sharpay,sharpay,S,4000000000
1295,DeFi,Rai Reflex Index,rai,RAI,25403827.77218422
1296,Decentralized Exchange,dYdX,dydx,DYDX,1000000000
1297,Blockchain Network,0chain,0chain,ZCN,200000000
1298,Exchange,nDEX,ndex,NDEX,15000000000
1299,Entertainment,YouLive Coin,youlive-coin,UC,10000000000
1300,Social,Indorse Token,indorse-token,IND,170622046.999999
1301,Advertising,Basic Attention Token,basic-attention-token,BAT,1500000000
1302,Virtual Reality,SENSO,senso,SENSO,1715280000
1303,Platform,Aditus,aditus,ADI,750000000
1304,Cryptocurrency,Maincoin,maincoin,MNC,374000000
1305,Privacy,Bulwark,bulwark,BWK,15237644.1329747
1306,Exchange,Bitpanda,bitpanda-ecosystem-token,BEST,827341460.9
1307,IoT,ThingsOperatingSystem,thingsoperatingsystem,TOS,1000000000
1308,Other,TokenClub,tokenclub,TCT,995239500
1309,Energy,WePower,wepower,WPR,745248183.0967742
1310,Financial,Swarm,swarm-fund,SWM,99535052.4739791
1311,Interoperability,Quant,quant,QNT,14612493.080826
1312,Cryptocurrency,Stakinglab,stakinglab,LABX,4042772.32214405
1313,Ethereum,B20,b20,B20,10000000
1314,Cryptocurrency,TENT,tent,TENT,38741780
1315,DeFi,SuperFarm,superfarm,SUPER,999998077.4169173
1316,Exchange,Toko Token,tokocrypto,TKO,500000000
1317,Protocol,Persistence,persistence,XPRT,122487480.911786
1318,Healthcare,Dentacoin,dentacoin,DCN,7899848965678
1319,Cloud Computing,SONM,sonm,SNM,444000000
1320,IoT,IoT Chain,iot-chain,ITC,99999999
1321,Entertainment,BORA,bora,BORA,1205750000
1322,DeFi,Rari Governance Token,rari-governance-token,RGT,12500000
1323,Financial,Atomic Wallet Coin,atomic-wallet-coin,AWC,100000000
1324,Entertainment,TokenStars,tokenstars,TEAM,17818682.1654
1325,Financial,PlatonCoin,platoncoin,PLTC,300000000
1326,Platform,Neblio,neblio,NEBL,18718497.53181262
1327,Other,Master Contract Token,master-contract-token,MCT,580000000
1328,,PolygonMatic,p-matic-network,p-matic-network,10000000000
1329,,stETH (Lido),steth,STETH,1535757.40768996
1330,,Wrapped BNB,wbnb,WBNB,5500348.25189911
1331,Other,Incodium,incodium,INCO,10000000000
1332,Cryptocurrency,HelloGold,hellogold,HGT,1000000000
1333,Marketplace,Privatix,privatix,PRIX,1275455.31177803
1334,Entertainment,Muzika,muzika,MZK,1000000000
1335,Decentralized Exchange,ZKSwap,zkswap,ZKS,1000000000
1336,Exchange,Tokenomy,tokenomy,TEN,200000000
1337,Marketing,1World,1world,1WO,37219452.96
1338,Blockchain Network,Hathor,hathor,HTR,897881376
1339,Cryptocurrency,SnowGem,snowgem,XSG,30907160
1340,Data,PikcioChain,pikciochain,PKC,83927273
1341,Insurance,IXT,ixledger,IXT,65778843.83119764
1342,Financial,SureRemit,sureremit,RMT,744298152
1343,,Nestree,nestree,EGG,2994901340
1344,Other,ValueCyberToken,valuecybertoken,VCT,1000000000
1345,Other,FansTime,fanstime,FTI,10000000000
1346,Lending,UniLend,unilend,UFT,100000000
1347,E-Commerce,Pundi X,pundi-x,NPXS,258498693019.07
1348,Other,Traceability Chain,traceability-chain,TAC,1000000000
1349,DeFi,Goose Finance,goose-finance,EGG,1867616.50450207
1350,Ethereum,NFTX,nftx,NFTX,650000
1351,,Venus BNB,venus-bnb,vBNB,84327095
1352,Cryptocurrency,Boolberry,boolberry,BBR,13207453.542509
1353,Platform,Achain,achain,ACT,1000000000
1354,Gambling,DecentBet,decent-bet,DBET,188632973.02179232
1355,Privacy,CloakCoin,cloakcoin,CLOAK,5730294.30261636
1356,Gaming,IQeon,iqeon,IQN,5491860.1987553
1357,Binance,Agora,agora,VOTE,1000000000
1358,Cryptocurrency,eCash,ecash,XEC,18899704673313
1359,Financial,FintruX Network,fintrux-network,FTX,100000000
1360,Financial,Banca,banca,BANCA,20000000000
1361,Blockchain Network,UChain,uchain,UCN,823600646.899701
1362,,The Tokenized Bitcoin,the-tokenized-bitcoin,imBTC,21000000
1363,Platform,Mithril,mithril,MITH,1000000000
1364,Financial,Voyager Token,ethos,VGX,278482214.1856918
1365,Financial,DAOventures,daoventures,DVG,15070000
1366,Blockchain Network,Conflux Network,conflux-network,CFX,1154058955.98108
1367,IoT,IOTA,iota,MIOTA,2779530283
1368,Entertainment,YOYOW,yoyow,YOYOW,1055147119.35986
1369,Platform,Bitnation,bitnation,XPAT,42000000000
1370,Advertising,Thrive,thrive-token,THRT,202027489.6
1371,Cryptocurrency,Global Currency Reserve,global-currency-reserve,GCR,107024221.63874947
1372,Media,NewsToken,newstoken,NEWOS,10000000000
1373,Tokenization,ZrCoin,zrcoin,ZRC,4988893
1374,Investments,PHI Token,phi-token,PHI,13578190.26911044
1375,IoT,IoTeX,iotex,IOTX,9626124332.32
1376,,Synth sBTC,sbtc,SBTC,512.53
1377,Stablecoin,One Cash,one-cash,ONC,7407
1378,Stablecoin,Midas Dollar,midas-dollar,MDO,160119
1379,Trading,Kattana,kattana,KTN,10000000
1380,Financial,Blox,blox,CDT,1000000000
1381,Network,Mysterium,mysterium,MYST,32433365
1382,Cryptocurrency,Rapids,rapids,RPD,16719886.01
1383,Protocol,Enigma,enigma,ENG,35238560.94940967
1384,Real Estate,ATLANT,atlant,ATL,54175040.67775495
1385,Decentralized Exchange,CafeSwap Token,cafeswap-token,BREW,8848608.24808081
1386,Other,Diamond Platform Token,diamond-platform-token,DPT,10000000
1387,Financial,Custody Token,custody-token,CUST,10000000000
1388,DeFi,Structured,structured,STR,
1389,,Egoras,egoras,EGR,99097732541.23735
1390,,Huobi BTC,huobi-btc,HBTC,39884.08220474
1391,Blockchain Network,Nervos Network,nervos-network,CKB,34706840590.13783
1392,Prediction Market,Bispex,bispex,BPX,40000000000
1393,Cloud Computing,Golem,golem-network-tokens,GLM,1000000000
1394,Advertising,yOUcash,youcash,YOUC,11000000000
1395,Platform,Vesper,vesper,VSP,10000000
1396,DeFi,DEX.AG,dex-ag,DXG,
1397,Other,Ormeus Ecosystem,ormeus-ecosystem,ECO,5000000000
1398,Decentralized Exchange,Mdex,mdex,MDX,1000000000
1399,Other,Vinci,vinci,VINCI,300000000
1400,AI,Cortex,cortex,CTXC,299792458
1401,Trading,CAPITAL X CELL,capital-x-cell,CXC,400552000
1402,Other,FirmaChain,firmachain,FCT,600000000
1403,Privacy,suterusu,suterusu,SUTER,10000000000
1404,Financial,EXMR,exmr,EXMR,18003524.6541
1405,DeFi,LocalCryptos ,localcryptos,LCR,
1406,Protocol,HOPR,hopr,HOPR,130200000
1407,Lending,Liquity,liquity,LQTY,100000000
1408,Stablecoin,Single Collateral DAI,dai,SAI,6660106.02362148
1409,Decentralized Exchange,DeFiChain,defichain,DFI,588631840
1410,Stablecoin,Multi-collateral DAI,multi-collateral-dai,DAI,6474952202.474523
1411,Marketplace,ShareToken,sharetoken,SHR,6434460139.8
1412,Marketplace,Safex Token,safex-token,SFT,1885974016
1413,Trading,Blockium,blockium,BOK,650000000
1414,DeFi,Connext,connext,CNX,
1415,Ethereum,Chi Gastoken,chi-gastoken,CHI,1155019
1416,Ethereum,LIFE,life,LIFE,99999999999.99998
1417,Real Estate,Fortem Capital,fortem-capital,FCQ,210000000
1418,Exchange,ZB Token,zb,ZB,2100000000
1419,,pTokens BTC,ptokens-btc,PBTC,21000000
1420,Cryptocurrency,Ripple,ripple,XRP,99990075944
1421,Platform,Nord Finance,nord-finance,NORD,9800000
1422,Decentralized Exchange,Aphelion,aphelion,APH,70188440
1423,Bitcoin,BTCPay,btcpay,BCP,
1424,Exchange,VNX Exchange,vnx-exchange,VNXLU,80000000
1425,Interoperability,Fusion,fusion,FSN,70292548.92307134
1426,Data,MVL,mvl,MVL,30000000000
1427,Blockchain Service,Zebi,zebi,ZCO,450099286.73634
1428,Cloud Storage,Filenet,filenet,FN,0
1429,Solana,Star Atlas,star-atlas,ATLAS,36000000000
1430,Platform,Medium,medium,MDM,1000000000
1431,DeFi,Lendf,lendf,LFM,
1432,DeFi,Sablier,sablier,SAB,
1433,DeFi,Bao Finance,bao-finance,BAO,560270974250
1434,Privacy,Aidos Kuneen,aidos-kuneen,ADK,25000000
1435,Social,Rally,rally,RLY,15000000000
1436,Investments,CoTrader,cotrader,COT,20000000000
1437,Solana,Star Atlas DAO,star-atlas-polis,POLIS,360000000
1438,Other,Mogu,mogu,MOGX,1000000000
1439,DeFi,Portis,portis,PRT,
1440,DeFi,Alchemix,alchemix,ALCX,1111391.06402991
1441,DeFi,Komet,komet,KOMET,30000
1442,Cloud Computing,CONUN,conun,CON,5000000000
1443,Fund,Xdef Finance,xdef-finance,XDEF2,17000000
1444,Ethereum,Rakon,rakon,RKN,285714286
1445,Cryptocurrency,NPCoin,npcoin,NPC,150000000
1446,Gambling,BetProtocol,betprotocol,BEPRO,10000000000
1447,Network,Orchid,orchid,OXT,1000000000
1448,Financial,KickToken,kickico,KICK,1251233467898.1963
1449,Decentralized Exchange,Sparkswap,sparkswap,SPR,
1450,Smart Contracts,RSK,rsk,RSK,
1451,Financial,UltrAlpha,ultralpha,UAT,500000000
1452,DeFi,Unistake,unistake,UNISTAKE,279999999.9998125
1453,Other,Davion,davion,DAVP,42000000
1454,Cryptocurrency,Zynecoin,zynecoin,ZYN,92556125
1455,Exchange,Coinsbit Token,coinsbit-toke,CNB,1350000000
1456,Cryptocurrency,Enzo,enzo,NZO,21000000000
1457,Exchange,ZBG Token,zbg-token,ZT,500000000
1458,Stablecoin,dForce USDx,usdx-stablecoin,USDX,7079558.7412
1459,,San Index,sanx,SANX,
1460,Blockchain Network,Tachyon Protocol,tachyon-protocol,IPX,1000000000
1461,IoT,INT Chain,internet-node-token,INT,901948162.6726475
1462,IoT,ROAD,road,ROAD,2000000000
1463,Lending,Multiplier,bmultiplier,BMXX,1047729.586219
